hold,ticker,j,current_weight,dw_map,abs_dw_map,p_dir,p_required_recovery,recovery_gate_type,P_pos0,P_neg0,candidate_direction,approved_by_relaxed_gate,selected_after_truncation,is_existing_holding,is_new_buy,is_dust,score,implemented_dw,implemented_trade_abs,reason_if_dropped,used_as_extra_funder,extra_funding_amount,funding_rank,funding_reason,protected_from_funding,funding_protection_reason,recovery_decision_no_trade,recovery_implementation_case,turnover_cap_applied,buy_topup_enabled,buy_topup_used
2,AIG,14,0.0,2.4784175682960918e-05,2.4784175682960918e-05,0.5149457262859325,0.575,new_buy,0.5149457262859325,0.4850542737140675,buy,False,False,False,True,False,1.2762505347460457e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AIZ,15,0.0,-1.113454784244405e-05,1.113454784244405e-05,0.49429989636175203,,ineligible,0.505700103638248,0.49429989636175203,sell,False,False,False,False,False,5.503805844555063e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AJG,16,0.01855031340666589,-2.1929928049890022e-05,2.1929928049890022e-05,0.5079092347133585,0.525,existing_sell,0.4920907652866416,0.5079092347133585,sell,False,False,True,False,False,1.1138412973138655e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AKAM,17,0.0,-2.3819259573705046e-05,2.3819259573705046e-05,0.4990999836360661,,ineligible,0.5009000163639339,0.4990999836360661,sell,False,False,False,False,False,1.1888192063459399e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,ALB,18,0.009047915134031307,2.7587929702034164e-05,2.7587929702034164e-05,0.5015000272732232,0.525,existing_buy,0.5015000272732232,0.4984999727267769,buy,False,False,True,False,False,1.3835347497981898e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,ALGN,19,0.0,3.7465491491602064e-05,3.7465491491602064e-05,0.5010909289259805,0.575,new_buy,0.5010909289259805,0.49890907107401955,buy,False,False,False,True,False,1.8773617934195296e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,ALL,20,0.0,-1.605882114127528e-05,1.605882114127528e-05,0.4981181476026837,,ineligible,0.5018818523973163,0.4981181476026837,sell,False,False,False,False,False,7.999190239574857e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,ALLE,21,0.0,-1.1498513451844646e-05,1.1498513451844646e-05,0.5016636666121203,,ineligible,0.4983363333878798,0.5016636666121203,sell,False,False,False,False,False,5.7683864188411725e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AMAT,22,0.0,4.967655029976332e-05,4.967655029976332e-05,0.504690994381716,0.575,new_buy,0.504690994381716,0.49530900561828395,buy,False,False,False,True,False,2.5071307568240886e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AMCR,23,0.0,2.8076193617279586e-06,2.8076193617279586e-06,0.5006000109092893,0.575,new_buy,0.5006000109092893,0.49939998909071076,buy,False,False,False,True,False,1.405494283110148e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AMD,24,0.009447673211618919,3.333565381884575e-05,3.333565381884575e-05,0.49664539355261006,0.525,existing_buy,0.49664539355261006,0.5033546064473899,buy,False,False,True,False,False,1.6555998910194215e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AME,25,0.0,-1.2395268084396422e-05,1.2395268084396422e-05,0.4948999072710413,,ineligible,0.5051000927289587,0.4948999072710413,sell,False,False,False,False,False,6.134417025567487e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AMGN,26,0.018544364798396225,-4.841836101112058e-05,4.841836101112058e-05,0.5065455735558828,0.525,existing_sell,0.4934544264441172,0.5065455735558828,sell,False,False,True,False,False,2.4526106449013868e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AMP,27,0.0,3.433795539250701e-05,3.433795539250701e-05,0.5059728358697431,0.575,new_buy,0.5059728358697431,0.49402716413025693,buy,False,False,False,True,False,1.7374072667915508e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AMT,28,0.017786276807016645,-2.932442715966398e-05,2.932442715966398e-05,0.49956362842960783,0.525,existing_sell,0.5004363715703922,0.49956362842960783,sell,False,False,True,False,False,1.4649417233501477e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AMZN,29,0.04196297786007292,-2.860560250542216e-05,2.860560250542216e-05,0.49326351388207057,0.525,existing_sell,0.5067364861179294,0.49326351388207057,sell,False,False,True,False,False,1.4110100008538296e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,ANET,30,0.0,4.641192000351999e-06,4.641192000351999e-06,0.49852724594992637,0.575,new_buy,0.49852724594992637,0.5014727540500736,buy,False,False,False,True,False,2.313760665860312e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AON,31,0.0,-2.5573235865487678e-05,2.5573235865487678e-05,0.5075819560355643,,ineligible,0.4924180439644357,0.5075819560355643,sell,False,False,False,False,False,1.2980513082763084e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AOS,32,0.0,-4.4093588189942845e-06,4.4093588189942845e-06,0.5008454699176349,,ineligible,0.49915453008236516,0.5008454699176349,sell,False,False,False,False,False,2.20840738973466e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,APA,33,0.0,3.47083226226417e-05,3.47083226226417e-05,0.5133911525664103,0.575,new_buy,0.5133911525664103,0.4866088474335897,buy,False,False,False,True,False,1.781894575488484e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,APD,34,0.0,2.7749886799720396e-06,2.7749886799720396e-06,0.49871815851197293,0.575,new_buy,0.49871815851197293,0.501281841488027,buy,False,False,False,True,False,1.383937244367226e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,APH,35,0.0,3.6775473675171195e-06,3.6775473675171195e-06,0.5109638357061037,0.575,new_buy,0.5109638357061037,0.48903616429389624,buy,False,False,False,True,False,1.8790937088974316e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,APTV,36,0.0,4.992415046966163e-05,4.992415046966163e-05,0.5033546064473899,0.575,new_buy,0.5033546064473899,0.49664539355261006,buy,False,False,False,True,False,2.512955111187681e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,ARE,37,0.013559590434581381,-2.252031981828575e-05,2.252031981828575e-05,0.496481754213713,0.525,existing_sell,0.503518245786287,0.496481754213713,sell,False,False,True,False,False,1.1180927888836356e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,ATO,38,0.0,-1.7568215793507e-05,1.7568215793507e-05,0.4958271968581247,,ineligible,0.5041728031418753,0.4958271968581247,sell,False,False,False,False,False,8.71079919069321e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AVB,39,0.0,8.986344773134867e-07,8.986344773134867e-07,0.5023727704140075,0.575,new_buy,0.5023727704140075,0.4976272295859925,buy,False,False,False,True,False,4.5144949195751986e-07,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AVGO,40,0.02425095907054043,-1.0711774040299565e-05,1.0711774040299565e-05,0.49479081437844324,0.525,existing_sell,0.5052091856215568,0.49479081437844324,sell,False,False,True,False,False,5.300087400837689e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AVY,41,0.0,2.1607936815377922e-05,2.1607936815377922e-05,0.5013909343806251,0.575,new_buy,0.5013909343806251,0.4986090656193749,buy,False,False,False,True,False,1.0834023629899845e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AWK,42,0.0,-2.025550714123907e-05,2.025550714123907e-05,0.4992363497518137,,ineligible,0.5007636502481864,0.4992363497518137,sell,False,False,False,False,False,1.0112285447563988e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AXP,43,0.0,2.917700488145575e-05,2.917700488145575e-05,0.49964544809905637,0.575,new_buy,0.49964544809905637,0.5003545519009437,buy,False,False,False,True,False,1.4578157678183312e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,AZO,44,0.0,-1.946376244592964e-05,1.946376244592964e-05,0.4968363061146566,,ineligible,0.5031636938853433,0.4968363061146566,sell,False,False,False,False,False,9.670303836728857e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BA,45,0.0,7.801702097764557e-05,7.801702097764557e-05,0.5194185348824524,0.575,new_buy,0.5194185348824524,0.48058146511754757,buy,False,False,False,True,False,4.052348673210222e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BAC,46,0.01289858498571136,8.640690878542649e-06,8.640690878542649e-06,0.4992363497518137,0.525,existing_buy,0.4992363497518137,0.5007636502481864,buy,False,False,True,False,False,4.313746973537424e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BAX,47,0.0,-3.796867992251352e-05,3.796867992251352e-05,0.5010909289259805,,ineligible,0.49890907107401955,0.5010909289259805,sell,False,False,False,False,False,1.9025761092465525e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BBY,48,0.0,4.03314368830837e-06,4.03314368830837e-06,0.5106638302514591,0.575,new_buy,0.5106638302514591,0.4893361697485409,buy,False,False,False,True,False,2.059580603826049e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BDX,49,0.0,-4.614380643707044e-05,4.614380643707044e-05,0.5007363770250368,,ineligible,0.4992636229749632,0.5007363770250368,sell,False,False,False,False,False,2.3105882457443222e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BEN,50,0.0,3.1222290089812144e-05,3.1222290089812144e-05,0.5,0.575,new_buy,0.5,0.5,buy,False,False,False,True,False,1.5611145044906072e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BF-B,51,0.0,-1.734989764942559e-05,1.734989764942559e-05,0.49806360115638465,,ineligible,0.5019363988436153,0.49806360115638465,sell,False,False,False,False,False,8.641352502967604e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BIIB,52,0.0,3.5562430289879857e-06,3.5562430289879857e-06,0.5016091201658212,0.575,new_buy,0.5016091201658212,0.4983908798341788,buy,False,False,False,True,False,1.7838439368664983e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BK,53,0.0,2.3911557738283347e-06,2.3911557738283347e-06,0.5012545682648776,0.575,new_buy,0.5012545682648776,0.4987454317351225,buy,False,False,False,True,False,1.1985777550643912e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BKNG,54,0.0,3.36844773876046e-05,3.36844773876046e-05,0.5131456935580647,0.575,new_buy,0.5131456935580647,0.4868543064419353,buy,False,False,False,True,False,1.7285044511203308e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BKR,55,0.0,4.415962859953878e-06,4.415962859953878e-06,0.4967817596683576,0.575,new_buy,0.4967817596683576,0.5032182403316424,buy,False,False,False,True,False,2.1937698001980005e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BLK,56,0.0,1.2703983705963571e-05,1.2703983705963571e-05,0.5074455899198167,0.575,new_buy,0.5074455899198167,0.4925544100801833,buy,False,False,False,True,False,6.446580506004424e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BMY,57,0.0,-1.585400923891405e-05,1.585400923891405e-05,0.4978999618174876,,ineligible,0.5021000381825124,0.4978999618174876,sell,False,False,False,False,False,7.8937105947094e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BR,58,0.0,-2.1780317918760817e-05,2.1780317918760817e-05,0.5008181966944854,,ineligible,0.49918180330551465,0.5008181966944854,sell,False,False,False,False,False,1.0907979543506379e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BRK-B,59,0.06183107279596079,-3.6448319982215895e-05,3.6448319982215895e-05,0.5065183003327334,0.525,existing_sell,0.4934816996672667,0.5065183003327334,sell,False,False,True,False,False,1.8461741087375598e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BSX,60,0.0,-1.0657741808445137e-05,1.0657741808445137e-05,0.4973817705776469,,ineligible,0.5026182294223531,0.4973817705776469,sell,False,False,False,False,False,5.3009664910438545e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,BXP,61,0.0,2.7595931898924292e-05,2.7595931898924292e-05,0.5030546009927453,0.575,new_buy,0.5030546009927453,0.49694539900725465,buy,False,False,False,True,False,1.3882260510436333e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,C,62,0.0,1.7061398985674904e-05,1.7061398985674904e-05,0.5028909616538483,0.575,new_buy,0.5028909616538483,0.4971090383461517,buy,False,False,False,True,False,8.580023343066044e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CAG,63,0.0,-2.9523022685866195e-05,2.9523022685866195e-05,0.49667266677575955,,ineligible,0.5033273332242404,0.49667266677575955,sell,False,False,False,False,False,1.466327840867041e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CAH,64,0.0,5.497069143385224e-07,5.497069143385224e-07,0.4979817814869361,0.575,new_buy,0.4979817814869361,0.5020182185130638,buy,False,False,False,True,False,2.7374402849798397e-07,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CAT,65,0.0,-6.974245448966045e-06,6.974245448966045e-06,0.4956362842960781,,ineligible,0.5043637157039219,0.4956362842960781,sell,False,False,False,False,False,3.4566891000943634e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CB,66,0.0,-1.3778946603833588e-05,1.3778946603833588e-05,0.5071455844651721,,ineligible,0.4928544155348279,0.5071455844651721,sell,False,False,False,False,False,6.987931928715583e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CBOE,67,0.0,-2.7746416131605172e-05,2.7746416131605172e-05,0.4981181476026837,,ineligible,0.5018818523973163,0.4981181476026837,sell,False,False,False,False,False,1.3820993406088389e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CBRE,68,0.0,6.623905036838964e-06,6.623905036838964e-06,0.4955817378497791,0.575,new_buy,0.4955817378497791,0.5044182621502209,buy,False,False,False,True,False,3.282686369508559e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CCI,69,0.0,-2.4233659808240166e-05,2.4233659808240166e-05,0.5071455844651721,,ineligible,0.4928544155348279,0.5071455844651721,sell,False,False,False,False,False,1.2289993567180109e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CCL,70,0.0,8.988567425975465e-05,8.988567425975465e-05,0.48723613156602846,0.575,new_buy,0.48723613156602846,0.5127638684339715,buy,False,False,False,True,False,4.379554820952699e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CDNS,71,0.0,-2.771421521193914e-06,2.771421521193914e-06,0.4985817923962254,,ineligible,0.5014182076037746,0.4985817923962254,sell,False,False,False,False,False,1.3817803095223352e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CDW,72,0.0,1.5544326312243833e-05,1.5544326312243833e-05,0.5015273004963726,0.575,new_buy,0.5015273004963726,0.4984726995036273,buy,False,False,False,True,False,7.795904013414385e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CF,73,0.0,-1.9261829295865822e-05,1.9261829295865822e-05,0.4974908634702449,,ineligible,0.502509136529755,0.4974908634702449,sell,False,False,False,False,False,9.582584088416746e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CFG,74,0.0,3.876981618424906e-05,3.876981618424906e-05,0.5004090983472427,0.575,new_buy,0.5004090983472427,0.4995909016527573,buy,False,False,False,True,False,1.940076875984841e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CHD,75,0.0,-4.897616698556153e-05,4.897616698556153e-05,0.5009000163639339,,ineligible,0.4990999836360661,0.5009000163639339,sell,False,False,False,False,False,2.453216284451053e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CHRW,76,0.0,-2.647421919893633e-05,2.647421919893633e-05,0.5015000272732232,,ineligible,0.4984999727267769,0.5015000272732232,sell,False,False,False,False,False,1.3276821650303859e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CHTR,77,0.0,-5.876687234596856e-05,5.876687234596856e-05,0.501172748595429,,ineligible,0.498827251404571,0.501172748595429,sell,False,False,False,False,False,2.945235493998577e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CI,78,0.0,-1.0743001158262732e-05,1.0743001158262732e-05,0.49939998909071076,,ineligible,0.5006000109092893,0.49939998909071076,sell,False,False,False,False,False,5.365054661237901e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CINF,79,0.0,-8.60604753011551e-06,8.60604753011551e-06,0.49945453553700975,,ineligible,0.5005454644629902,0.49945453553700975,sell,False,False,False,False,False,4.298329471963272e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CL,80,0.0,-4.32174401268404e-05,4.32174401268404e-05,0.5043909889270713,,ineligible,0.4956090110729286,0.5043909889270713,sell,False,False,False,False,False,2.1798487364473526e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CLX,81,0.0,-2.4977788068458697e-05,2.4977788068458697e-05,0.4983908798341788,,ineligible,0.5016091201658212,0.4983908798341788,sell,False,False,False,False,False,1.2448701771750784e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CMCSA,82,0.019639558943296477,-3.180377336224056e-05,3.180377336224056e-05,0.5012000218185785,0.525,existing_sell,0.49879997818142147,0.5012000218185785,sell,False,False,True,False,False,1.5940051903068093e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CME,83,0.0,-1.0949090623721238e-05,1.0949090623721238e-05,0.49476354115529375,,ineligible,0.5052364588447062,0.49476354115529375,sell,False,False,False,False,False,5.4172108494225435e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CMG,84,0.0,1.40392830936632e-05,1.40392830936632e-05,0.5,0.575,new_buy,0.5,0.5,buy,False,False,False,True,False,7.0196415468316e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CMI,85,0.0,2.0411543417431155e-06,2.0411543417431155e-06,0.49705449189985274,0.575,new_buy,0.49705449189985274,0.5029455081001473,buy,False,False,False,True,False,1.0145649342243026e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CMS,86,0.0,-2.3976581942886358e-05,2.3976581942886358e-05,0.5002454590083456,,ineligible,0.4997545409916544,0.5002454590083456,sell,False,False,False,False,False,1.1994176239470397e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CNC,87,0.0,-3.1164768258061876e-06,3.1164768258061876e-06,0.49479081437844324,,ineligible,0.5052091856215568,0.49479081437844324,sell,False,False,False,False,False,1.5420041066321893e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,CNP,88,0.0,3.268999472682023e-06,3.268999472682023e-06,0.497654502809142,0.575,new_buy,0.497654502809142,0.502345497190858,buy,False,False,False,True,False,1.6268323072609194e-06,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,COF,89,0.0,3.5271559963382556e-05,3.5271559963382556e-05,0.5076637757050129,0.575,new_buy,0.5076637757050129,0.4923362242949872,buy,False,False,False,True,False,1.7906093306016553e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
2,COO,90,0.01196520027541395,-2.8862180619719226e-05,2.8862180619719226e-05,0.5020454917362134,0.525,existing_sell,0.4979545082637866,0.5020454917362134,sell,False,False,True,False,False,1.4490127661806346e-05,0.0,0.0,low_score_or_below_asymmetric_gate,False,0.0,,,False,,True,empty_candidate_set,False,True,False
